body,label
"Subject: site update tue , 05 jul 2005 .  subject : site update tue , 05 jul 2005 .  thank you for using our online store and for your previous order . we have updated our online software store ! ? now we have more latest version of programs . our  full catalog with 2100 freshest software titles available for instant download at  web - site http : / / meyers . tabloidez . com /  we hope that you will tell others about your positive experience with us .  with best wishes ,  managing director . . ceo  avery salinas  latest news :  increase in guerrilla attacks tests colombia ' s popular president  read more of the web ' s best original reporting  http : / / msnbc . msn . com / id / 3098358 /  for the poor in iran , voting was about making ends meet  stronger - than - expected data lift stocks",spam
"Subject: buyback deals expire
daren ,
julie meyers sent me the list of buyback / sale / swing tickets
- i told her some expire 4 / 30 / 01 and asked if they were to be extended .
she didn ' t have any knowledge of any being extended to may - do you know who to ask ?
undertake sale swing
beaumont methanol 696599 696585 696594
union carbide 699730
valero 478227 454447
valero 478230 454455
valero 478229 454452
thanks - julie",legitimate
"Subject: re : another stanford acceptance  thanks so much vince !  vince j kaminski @ ect  04 / 23 / 2001 11 : 09 am  to : althea gordon / na / enron @ enron  cc : greg . whalley @ enron . com , traci . warner @ enron . com , patricia . payton @ enron . com  subject : re : another stanford acceptance  althea  great news . it ' s all your hard work .  vince  althea gordon @ enron  04 / 20 / 2001 01 : 43 pm  to : vince . kaminski @ enron . com , brad . romine @ enron . com , brad . alford @ enron . com , martin . lin @ enron . com , stephen . swain @ enron . com , matt _ harris @ enron . net , elliot . mainzer @ enron . com , mauricio . mora @ enron . com , victor . browner @ enron . com  cc : greg . whalley @ enron . com , traci . warner @ enron . com , patricia . payton @ enron . com  subject : another stanford acceptance  stanford team ,  we have received yet another acceptance - noah jacobs has accepted our offer as a summer associate . we are now 4 of 6 for our summer offers . i hav",legitimate
"Subject: new love tabs shop .  visit our llcensed online dragstore for the best inexpensive love drags ! viagra , ciaiis , softtabs and many other iove enhancers all in one !  operative support , fast shipping , secure payment processing and complete confidentiality !  click here to find your verlfied by bbb and approved by visa iove pil 1 !",spam
"Subject: re : lst chapter of training book  george ,  we shall be able to accommodate one or two extra people  in the first round .  we shall be glad to repeat the seminars starting soon for a  bigger group . we would like to learn form experience how to run  it .  by the way , we had an option training for ees ( roughly 150 people ,  over a few weeks ) . i can give you the materials and  we can repeat it if you think it ' s useful .  vince  george hopley  01 / 05 / 2001 09 : 01 am  to : vince j kaminski / hou / ect @ ect  cc : shirley crenshaw / hou / ect @ ect  subject : re : lst chapter of training book  vince - i had heard about this derivatives class from clayton  and i am inquiring about the possibility of someone outside  of the research group being able to attend . if so , i would  like the opportunity . let me know if it is possible .  thanks ,  george  shirley crenshaw @ ect  01 / 05 / 2001 07 : 58 am  to : vince j kaminski / hou / ect @ ect , stinson gibner / hou / ect @ ect",legitimate
"Subject: indian springs
i need hpl sales and purchases , back dated to 8 / 99 between hpl and teco to
book any processing revenue or losses . apparently this is in addition to the
current deal in place and is priced at at different rate . please let me know
when these tickets are in place so that i can get track id ' s and finalize
this issue .
thank you ,
mary",legitimate
"Subject: re : may 2001 nomination
the attachment provides details for an amended total wellhead nomination for may 2001 of 693 , 465 mmbtu / d . changes from the nomination of 695 , 059 mmbtu / d submitted to you on 4 / 24 / 2001 are noted in red and in column k .
we note that there are still approximately 22 meters which had actual flow in march but did not appear on the facilitation by location report for may . similarly , there are still approximately 20 meters which had no actual flow in march but did appear on the facilitation by location report for may . we intend to review and cleanup these issues before submitting the june nomination .
george 713 . 571 . 3159
- - - - - - - - - - - - - - - - - - - - - - forwarded by george weissman / hou / ect on 05 / 11 / 2001 07 : 32 am - - - - - - - - - - - - - - - - - - - - - - - - - - -
enron north america corp . from : george weissman 04 / 24 / 2001 12 : 06 pm
to : robert cotten / hou / ect @ ect
cc : daren j farmer / hou / ect , br",legitimate
"Subject: unify close schedule
the following is our close schedule for this coming month . please keep in
the mind the following key times . . . .
unify to sitara bridge back 1 : 45 p . m . friday , april 28 th ( all errors must be
clear by this time )
mass draft at 6 p . m . friday evening .
accrual process begins monday , may lst at 6 a . m .
if you have any changes to this timeline , please ensure that i am contacted
as soon as possible .
thank you ,
melissa x 35615",legitimate
"Subject: re : bollerslev seminar  excellent . thank you .  bbo  at 03 : 19 pm 10 / 10 / 00 - 0500 , you wrote :  > barbara ,  >  > noon will be fine . we shall just use the lunch hour .  >  > vince  >  >  >  >  >  >  > barbara ostdiek on 10 / 10 / 2000 12 : 53 : 34 pm  >  > to : vince . j . kaminski @ enron . com ( vince kaminski )  > cc :  > subject : bollerslev seminar  >  >  > vince :  >  > i don ' t know if you noticed that we have tim bollerslev on the seminar  > schedule for december 8 . in order for tim to get back to north carolina on  > friday , we need to move the seminar time . i thought that the enron folks  > might be interested in his talk so i wanted to get you input on a new  > time . i know that 3 : 30 is best but would over the noon hour be second best  > or would 2 : 00 be better ?  >  > thanks .  >  > bbo  >  >  >  >",legitimate
"Subject: request submitted : access request ( scrw - 4 n 9 s 2 f )  fyi !  - - - - - - - - - - - - - - - - - - - - - - forwarded by shirley crenshaw / hou / ect on 08 / 21 / 2000  01 : 07 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  information risk management  08 / 16 / 2000 03 : 34 pm  sent by : shirley crenshaw  to : shirley crenshaw / hou / ect @ ect  cc :  subject : request submitted : access request ( scrw - 4 n 9 s 2 f )  thank you for your request .  you will be notified via email when your request has been processed . you can  check the progress of your request by doing one of the following :  in the srrs application , click on requests i have made . a listing of recent  requests will be appear sorted by resource name .  click on the request link below . this is a link to information regarding your  request .  below is a summary of your request .  requested for : vince j kaminski / hou / ect  request date : 8 / 16 / 2000 3 : 32 : 19 pm  request type : update acces",legitimate
"Subject: april golf specials ! !
welcome & enjoy kingwood cove golf specials . please take advantage of the
special offers . you will receive notices weekly or bi - weekly . if you no
longer wish to receive these messages , simply reply with your request .
keep it in the fairway .
* * april e - mail specials * *
customer appreciation day
free green fees - every tuesday - after 11 am
golf invitaion good for up to 4 players
cart rental required .
must present e - mail invitation prior to registration .
not valid with other offers or tournaments . expires 04 / 15 / 00
call now to book your tee - time .
281 - 358 - 1155 .
or
millennium special offer
monday & wednesday - anytime $ 22 per player
friday , saturday , sunday & holidays
after 11 am $ 30 per player
golf invitation good for up to 4 players .
recieve 1 / 2 cart , green fee , range balls
plus a sleeve of xl 2000 golf balls .
must present e - mail invitation prior to registration .
not valid with other offers o",legitimate
"Subject: visit may 4 th  vince :  per susan ' s email below , do you want to go to the luncheon for john  hennessey ? she doesn ' t say where the lunch is going to be , did you  get an invite ?  the only thing you have that day is 9 : 00 am larry thorne and the  energy derivatives class at 11 : 30 .  let me know .  thanks !  shirley  - - - - - - - - - - - - - - - - - - - - - - forwarded by shirley crenshaw / hou / ect on 04 / 17 / 2001  11 : 55 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" susan c . hansen "" on 04 / 17 / 2001 10 : 47 : 38 am  to : shirley . crenshaw @ enron . com  cc : clovell @ stanford . edu , donna lawrence  subject : visit may 4 th  hi shirley ,  thanks for corresponding with carol during my absence , and confirming our  meeting with vince kaminski at 1 : 30 on may 4 th . i have a question about  the logistics . i believe dr . kaminski has received an invitation to an  event in houston : new stanford president john hennessy is visiting a number  of ci",legitimate
Subject: get a date tonight,spam
Subject: delivery status notification ( failure )  this is an automatically generated delivery status notification .  delivery to the following recipients failed .  roger @ gryphon . com . au,spam
"Subject: re : meter 6315
the contract attached to that deal was a gtc firm which ended 9 / 30 / 00 . i
created a new ticket for those two days ( 461059 ) .
julie
daren j farmer
10 / 30 / 2000 04 : 56 pm
to : julie meyers / hou / ect @ ect , mary poorman / na / enron @ enron
cc :
subject : meter 6315
jm ,
can you extend the contrtact on deal 138605 thru 10 / 2 / 00 ?
d
- - - - - - - - - - - - - - - - - - - - - - forwarded by daren j farmer / hou / ect on 10 / 30 / 2000
04 : 55 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
mary poorman @ enron
10 / 30 / 2000 03 : 55 pm
to : daren j farmer / hou / ect @ ect
cc : pat clynes / corp / enron @ enron
subject : meter 6315
daren ,
i have some flow at the above referenced meter without a deal . flow was for
the first 2 days only , and probably occured as the meter was in the process
of being shut in . we purchased the gas from torch - rally partnership in
sept . can you extend the deal , or should i allocated off",legitimate
"Subject: message subject
- - - - 15880647714247442333
hi varou ,
% rnd _ intro
% rnd _ ad _ 1
% rnd _ buy _ tag . visit us today .
best regards ,
pablo wright",spam
"Subject: h - a . rd p - 0 . r . n . m . o . v . i . e . s ! 15 gb ! zzocb lnjoq leocb
hello , qiwbkjbbtz @ sympatico . ca !
h - a . rd p - 0 . r . n . m . o . v . i . e . s ! 15 gb !
regular updates !
included * * * p . a . r . i . s . h . ilt . o . n getting f * cked !
http : / / mainsweet . com / 268 / 1 / ? g 5 bmz
tee . ns ! ! ! you . ng , hor . ny , filthy and too
s - - e - - x - - hungry ! ! ! otxfc txtnppm rbwon .
totally vldeos , lmages and s - e - x - - - storles . xda lqbap
xxca ttfkevh .
vldeo ' s , vldeo ' s , vldeo ' s ! ! !
an . al , oral , vaglna , tlts , double and triple
penetrations , naughty multi orgles . iqknt lyquy
idgyniv tkawjqvr .
their p - u - s - s - l - e - s , tlts and as . s craks are still
fresh and tight , so these guys do their best to get
deep inside them .
just e . n - t - e . r and en . joy you . ng te . en vi . rgins ! ! !
http : / / mainsweet . com / 268 / 1 / ? i 4 o 35",spam
"Subject: erisks event information  thank you for registering for the erisks iconference  "" quantifying mid - market default risk : estimation & validation of internal  grades for basle & securitization ""  featuring eric falkenstein , vice president of moody ' s risk management  services  the iconference is scheduled for  wednesday , october 18 , 2000 at 12 : 00 noon edt , 5 : 00 p . m . london .  following are the details you will need to access the event .  you may wish to save or print this page for future reference .  1 . dial 1 - 800 - 275 - 3210 ( u . s . ) or 973 - 628 - 6885 ( international ) to listen to  the audio for this program . audio is available by telephone only .  2 . wait for an operator and give the following code : "" erisks iconference . ""  music will play until the webconference begins .  3 . join the web - based portion of the program to see slides , participate in  polls and ask questions .  - open netscape or internet explorer 3 . 0 or higher .  - enter the foll",legitimate
"Subject: hpl nom for july 13 , 2000
( see attached file : hplo 713 . xls )
- hplo 713 . xls",legitimate
"Subject: paliourg s * a * v * e online - vlagro , ambi % en , soma , ci * ali * s
get
fr
criptions
shipped overnight to your door !
our us
licensed doctors will write you a prescription and
have it shipped overnight to your door !
choose
from weight loss , sexual aids , muscle relaxants etc !
we
have the lowest prices and largest selection online !
click
here to order now !
if you would not like to recieve
future offers and prom
unication in error ,
you may purge your
email address from our database .",spam
"Subject: re : christmas basket list  goodmorning ,  this is the last e - mail regarding christmas baskets .  here is a detailed disussion for the baskets .  thanks  kevin moore  - - - - - - - - - - - - - - - - - - - - - - forwarded by kevin g moore / hou / ect on 12 / 08 / 2000 10 : 41  am - - - - - - - - - - - - - - - - - - - - - - - - - - -  kevin g moore  12 / 07 / 2000 01 : 55 pm  to : vince j kaminski / hou / ect @ ect , shirley crenshaw / hou / ect @ ect , mike a  roberts / hou / ect @ ect  cc :  subject : re : christmas basket list  here is the completed list for the year 2000  total $ 1470 . 00  thanks  kevin moore  kevin g moore  12 / 05 / 2000 10 : 56 am  to : vince j kaminski / hou / ect @ ect , shirley crenshaw / hou / ect @ ect , mike a  roberts / hou / ect @ ect , jose marquez / corp / enron @ enron , stinson  gibner / hou / ect @ ect , vasant shanbhogue / hou / ect @ ect , anita dupont / na / enron @ enron  cc :  subject : re : christmas basket list  here is the updated ",legitimate
"Subject: fw : candle lighting
- - - - - original message - - - - -
from : grigsby , mike
sent : thursday , september 13 , 2001 12 : 42 pm
to : allen , phillip k . ; bass , eric ; bike , anne ; ermis , frank ; gay ,
randall l . ; heu , mog ; holst , keith ; huang , jason ; kuykendall , tori ;
lenhart , matthew ; lisk , daniel ; reitmeyer , jay ; sanchez , monique ; scott ,
susan m . ; smith , matt ; south , steven p . ; sullivan , patti ; tholt , jane
m . ; tycholiz , barry ; wolfe , jason
subject : fw : candle lighting
- - - - - original message - - - - -
from : lee , lori ( nbc ) [ mailto : lori . lee @ nbc . com ]
sent : thursday , september 13 , 2001 11 : 17 am
to : ' jaknyte @ hotmail . com ' ; ' dmattei @ gt . com ' ; ' vincentv @ att . net ' ;
' mrobson @ akingump . com ' ; ' rosiepeds @ yahoo . com ' ; ' kellerman @ nyc . rr . com ' ;
mccool , jim ( nbc ) ; ' adam @ 7030 . tv '
subject : fw : candle lighting
- - - - - original message - - - - -
from : mooneyj @",legitimate
"Subject: re : chapter 3 revisions  grant ,  sorry for the silence . it ' s definately not a commentary on your work - i ' ve  been travelling back and forward between sydney and london like a yo - yo and  trying to tidy up things on our end . i ' ve been working on incoporating your  material and will spend all of tomorrow on this ( hopefully ! ) so that i can  ask for the last few amendments before the w / end .  many thanks and best regards .  chris .  - - - - - original message - - - - -  from : grant masson  to : chris strickland  sent : tuesday , june 27 , 2000 8 : 54 am  subject : re : chapter 3 revisions  >  >  >  > chris :  >  > i can ' t decide if i should take your silence over the past several weeks  to mean  > that you are getting stuck into finishing up the book or you are just so  > thoroughly disgusted with our work that you would like to wash your hands  of us .  >  > i ' ve been stuck on trying to get the last figure mentioned in the chapter  into a  > format that i li",legitimate
"Subject: program  i forgot to attach the program file . here it is  - chonawee  - - - - - - - - - - - - - - - - - - - - - - forwarded by chonawee supatgiat / corp / enron on  10 / 17 / 2000 09 : 13 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  chonawee supatgiat  10 / 17 / 2000 09 : 13 pm  to : mike a roberts / hou / ect @ ect  cc : vince j kaminski / hou / ect @ ect  subject : program  mike ,  here is third version of the program . it gives better results than the  previous versions you have . sorry for the delay , these past 2 days i have  been busy meeting with people on the new ebs project . i think the result  looks reasonably good . you can try it . ( to run , type cow filename . jpg m )  smallcow . jpg : hand count 165 , program reports 140  cow 2 . jpg : hand count 1 , program reports 1  cow 3 . jpg : hand count 273 , program reports 244  cow 4 . jpg : hand count 7 , program reports 7  cow 5 . jpg : hand count 160 - 180 , program reports 165  - chonawee  you can sho",legitimate
"Subject: do you care ?
use went brought just next out noon . before , at lead are ,
position . paragraph one thought , girl far . see , set quick large
number cause start . are , meet , how note . line letter divide him ,
kept us , cry . kept circle part . eye off noun . took syllable ,
minute .
- -
phone : 126 - 843 - 2347
mobile : 713 - 640 - 2138
email : meridethtrafford @ comcast . net",spam
"Subject: weekend activity dated : june 2 thru june 4 th
revision # 1
friday night - - 6 : 45 pm :
sherry fontenot ( w / texaco ) called stating tank batteries 5 debbie valenzuela called concerning some channel changes
matter was resolved around 8 : 30 am
shawn { in gas control } also mention equistar had pull gas at their
pt . arthur plant / mtr . # 1062 , approx . gas flow of 6 . 0 mm for the weekend .
i will inform janice burke davis { w / equistar } of there weekend
activity . she did not nominate this point for june business .
9 : 30 am : / 6 : 00 pm cindy golly called with a cut at texoma { mtr . 71 } of
4 , 886 - mm for saturday . meter total should be 79 , 059 mm on k # : hpl 216
1 : 40 pm : karen zinn ( w / louis dryfus ) called with a cut on oasismidcon
totaling 31 , 595 . oasis & midcon ( down stream p / line ) were notified .
note : paul mcpheeters @ oasis meter total = 70 , 945
1 : 00 pm daren called to inform me of an additional 20 . 0 mm cut at texoma .
k #",legitimate
Subject: avoid fake viagra get the real thing  take energy pills for sexual health  she ' s the only man in my cabinet .  act as if were impossible to fail .  a clash of doctrines is not a disaster - - it is an opportunity .,spam
"Subject: new businesses in london : weather & insurance  hi vince ,  talking to the staff in london , i heard that lynda clemmons and a few of the  key weather desk members left to start their own business . i am hearing that  london may gain more independence from houston and gain its own book and ,  interestingly , also having ideas about developing the insurance / insurance  derivatives market . i therefore thought this might be a useful opportunity  to formalise a gradual transfer of responsibility for weather deal pricing  from joe to myself plus start talking to vasant about the new markets on the  insurance side . i will call you later to discuss this with you .  regards ,  anjam  x 35383",legitimate
"Subject: raptor position reports for 1 / 29 / 01  vince , these spreadsheets have the most up to date numbers for the raptor  structures . the summary sheet summarizes the assets and liabilities in all  four .  - - stinson  - - - - - - - - - - - - - - - - - - - - - - forwarded by stinson gibner / hou / ect on 02 / 02 / 2001  04 : 10 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -  rakesh bharati @ enron  02 / 02 / 2001 10 : 27 am  to : stinson gibner / hou / ect @ ect  cc :  subject : raptor position reports for 1 / 29 / 01  - - - - - - - - - - - - - - - - - - - - - - forwarded by rakesh bharati / na / enron on 02 / 02 / 2001  10 : 30 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  from : gordon mckillop on 01 / 31 / 2001 09 : 36 am  to : rakesh bharati / na / enron @ enron  cc :  subject : raptor position reports for 1 / 29 / 01  - - - - - forwarded by gordon mckillop / na / enron on 01 / 31 / 2001 09 : 35 am - - - - -  gordon mckillop  01 / 30 / 2001 03 : 58 pm  to",legitimate
"Subject: hello  hello , vince .  i haven ' t heard from you in a while .  we have a new issue monthly pay agency this morning . here it is :  issuer : fed . national mortg . assoc .  term : 5 yr final , non call 1 year  coupon : 7 . 26 %  maturity : 3 / 14 / 2005  callable : 3 / 14 / 2001 @ par  interest : monthly starting on 4 / 14 / 2000  rating : aaa ( moodys )  this new issue won ' t be in long . no cost or commission to buy . give me a  call .  david c . walkup  financial consultant  713 - 658 - 1685  800 - 456 - 9712  caution : electronic mail sent through the internet is not secure and could  be intercepted by a third party . for your protection , avoid sending  identifying information , such as account , social security or card numbers to  us or others . further , do not send time - sensitive , action - oriented  messages , such as transaction orders , fund transfer instructions , or check  stop payments , as it is our policy not to accept such items electronicall",legitimate
"Subject: unlimited cash bonuses !  from mo marketing on each and every allianz life annuity product !  bonusdex ( 9 % comm )  $ 75  bonus + $ 50 extra bonus  = $ 125  bonus !  flexdex bonus * ( 9 % comm )  $ 75  bonus + $ 50 extra bonus  = $ 125  bonus !  power 7 ( 6 % comm )  $ 75  bonus + $ 50 extra bonus  = $ 125 bonus !  powerhouse ( 9 % comm )  $ 75  bonus + $ 50 extra bonus  = $ 125  bonus !  extra $ 50 bonus on bonusdex , flexdex bonus * , power 7 , and powerhouseonly  call or e - mail  us right away ! offer expires july 31 , 2002 !  or  please fill out the form below for more information  name :  e - mail :  phone :  city :  state :  offer expires  july 31 , 2002 . no limit to how much extra cash you can earn . offer  subject to change without notice . products not available in all states .  * issued as the flexdex annuity in ct . bonuses issued from mo  marketing on paid , issued business .  bonusdex annuity is not available in : ma , or , pa , wa and wi . power  7 is not avai",spam
"Subject: duke exchange deal , march 2000
purchase
deal # 157288
it appears that the price on pgev should be index less $ . 06 not index less
$ . 05 for the redelivery .
let me know which is correct per the exchange agreement .
thanks -
k",legitimate
"Subject: re : path manager rewrite
matt -
cora and mark will tag team this one .
lisa
- - - - - original message - - - - -
from : pena , matt
sent : friday , october 12 , 2001 5 : 31 pm
to : jaquet , tammy ; farmer , daren j . ; heal , kevin ; kinsey , lisa ; lamadrid , victor ; smith , george f . ; sullivan , patti
cc : superty , robert ; pinion , richard
subject : re : path manager rewrite
with regards to the path manager rewrite , as we make changes , we ' ll let you know . i don ' t have a timeframe just yet , but we ' ll let you know when we ' re ready . i ' ll give you plenty of warning .
- - - - - original message - - - - -
from : jaquet , tammy
sent : friday , october 12 , 2001 5 : 28 pm
to : farmer , daren j . ; heal , kevin ; kinsey , lisa ; lamadrid , victor ; smith , george f . ; sullivan , patti
cc : superty , robert ; pinion , richard ; pena , matt
subject : path manager rewrite
desk managers ,
i wanted to follow - up from the staff meeting this week on ",legitimate
"Subject: greatly improve your stamina  the longz system , both the capsules and the free instructional manual , give  you the most effective ways to reach immediate size gains and improve the  strength and power of your erections .  90 % of males were interested in improving their sexual stamina ,  performance , and the size of their manhood . are you one of the 90 % ?  i want to let u guys know that i have seen over 1 inch in length increase  since i started taking ur system . the exercises are easy too . i use them  both and this is awesome . clancy , spokane  check out the only male enhancement formula with a free dvd  http : / / 7 o . wc . hugevirtuousitems . com / k /  not for you , then use link above  then he examined his map of europe . i believe i ' ll take a run over to  paris , he thought  i must be home again by saturday , to meet the demon , so i ' ll have to make  every day count",spam
"Subject: it ' s just too small hloy  a man endowed with a 7 - 8 "" hammer is simply  better equipped than a man with a 5 - 6 "" hammer .  would you rather havemore than enough to get the job done or fall short . it ' s totally upto you . our methods are guaranteed to increase your size by 1 - 3 "" come in here and see how",spam
"Subject: re : subscription renewal  stephanie ,  thanks for remembering about me .  yes , i want to renew .  vince  from : stephanie e taylor on 11 / 29 / 2000 01 : 18 pm  to : vince j kaminski / hou / ect @ ect  cc :  subject : subscription renewal  dear vince ,  this is to inform you that your subscription to risk is up for renewal . the  regular subscription cost through december , 2001 , is $ 599 . 00 . the cost after  the corporate discount is $ 509 . 15 .  please let me know if you would like to renew this publication . we will be  happy to take care of this for you . if you have any questions , please do not  hesitate to call me .  sincerely ,  stephanie e . taylor",legitimate
"Subject: entouch newsletter  business highlights  enron freight markets  enron freight markets ( efm ) launched its over - the - road trucking business this  week . in addition , efm completed 199 intermodal transactions in the first  week of april .  ena west power  ena west power recently closed the sale of two power projects . the 750 mw  pastoria energy facility in kern county , california was sold to calpine and  the 240 mw fountain valley power project in colorado was sold to black hills  energy capital . given the power shortage in the west , ena is developing  additional power generation in nevada , california and washington .  enron industrial markets  the newsprint group of eim is working to revolutionize the newsprint market  and bring financial rigor and market efficiencies to a business that has  remained relatively unchanged for more than a century . the global newsprint  market is a 23 billion dollar a year business with the north american market  comprising one third . ",legitimate
"Subject: re : meeting on the 20 th of march  fyi .  shirley ( 3 - 5290 ) is making travel arrangements for me .  it makes sense for all of us to stay in the same hotel ,  irrespective of individual travel arrangements  vince  - - - - - - - - - - - - - - - - - - - - - - forwarded by vince j kaminski / hou / ect on 02 / 29 / 2000  07 : 30 am - - - - - - - - - - - - - - - - - - - - - - - - - - -  "" rudy , robert "" on 02 / 28 / 2000 08 : 20 : 10 pm  to : "" ' vince j kaminski ' ""  cc :  subject : re : meeting on the 20 th of march  dear vince ,  thanks for your note . i look forward to seeing you on the 20 th .  we usually recommend our visitors to stay at the park hyatt on battery  street . it ' s a 5 minute cab ride ( or an easy 15 minute walk ) to our  offices . should you decide to walk , it is important that you take sansome  street rather than montgomery . they are one block apart , but one goes up to  the top of telegraph hill and ends before continuing at the bottom of a  cliff and ",legitimate
Subject: we ' re giving away free x - box,spam
"Subject: risk and purchasing meeting  due to time constraints on mr . kaminski ' s schedule during the time that you  all are in town from portland , the meeting being held on august 9 , 2000 in  eb - 45 cl must be held to one hour ( 2 : 00 - 3 : 00 pm )  please have your questions , comments , and / or materials ready in advance and  expect this to be a fast paced meeting .  kristin j . harrelson  enron broadband services , inc .  procurement , logistics , and contracts  1400 smith , suite eb - 4573 a  houston , tx 77002  phone : 713 . 853 . 6814  fax : 713 . 646 . 8582  cell : 713 . 594 . 1385",legitimate
"Subject: re : aquila header ( meter # 980072 ) - january volumes
sherlyn ,
per our conversation earlier today , i need an accounting arrangement set up
for meter # 980072 for the month of january so i can move the volumes from the
stranger ' s gas contract over to the hpl 215 contract . please let me know if
you have any questions . thanks , susan .
- - - - - - - - - - - - - - - - - - - - - - forwarded by susan d trevino / hou / ect on 03 / 07 / 2000
02 : 15 pm - - - - - - - - - - - - - - - - - - - - - - - - - - -
daren j farmer
03 / 03 / 2000 04 : 54 pm
to : susan d trevino / hou / ect @ ect
cc :
subject : re : aquila header ( meter # 980072 ) - january volumes
i updated deal 143709 .
d
susan d trevino
03 / 01 / 2000 09 : 25 am
to : daren j farmer / hou / ect @ ect
cc : pat clynes / corp / enron @ enron , sherlyn schumack / hou / ect @ ect , megan
parker / corp / enron @ enron
subject : aquila header ( meter # 980072 ) - january volumes
daren ,
on january 15 and ",legitimate
"Subject: research prc next steps  the pep system is no longer available to accept feedback from reviewers . if  necessary , you can still call the employee ' s reviewers who have not submitted  feedback via the pep system . verbal feedback can be included as part of the  consolidated review .  the following is a list of action items for next steps for supervisors :  action item deadline  print consolidated feedback wednesday , nov 22  thanksgiving holidays thursday - friday november 23 - 24  review / approve employees peer group and supervisor ( hr will provide report  by 11 / 21 ) tuesday , november 28  pre - rank employees based on consolidated feedback tuesday , november 28  send pre - rankings to norma via encrypted e : mail wednesday , november 29  vince will review pre - rankings monday , december 4 , 2000  ena research prc meeting friday , december 8  written / verbal review provided to employee december 20 - january 20  signed review form due to hr january 27 , 2000  forward to",legitimate
"Subject: re : hilcorp old ocean volume
are we going to have some quality problems with this gas ? edg
to : daren j farmer / hou / ect @ ect , gerard krenek / gco / enron @ enron , jill t
zivley / hou / ect @ ect , james mckay / hou / ect @ ect , edward d gottlob / hou / ect @ ect ,
lauri a allen / hou / ect @ ect
cc : linda roberts / na / enron @ enron , george weissman / hou / ect @ ect , vance l
taylor / hou / ect @ ect
subject : re : hilcorp old ocean volume
well - i have officially not heard from hilcorp after numerous voice and email
messages . please plan to have the gas rerouted back down the valley line for
the dec 1 forward . call if you have any questions -
daren j farmer
11 / 21 / 2000 10 : 08 am
to : mary jo johnson / hou / ect @ ect
cc :
subject : re : hilcorp old ocean volume
thanks for the info . i appreciated the call the other day . it really helps
me out to recieve info early like that .
d
from : mary jo johnson 11 / 20 / 2000 03 : 38 pm
to : daren",legitimate
"Subject: rollout schedule for unify real - time deal / path updates
a walk - thru / demo of this new functionality was held today with the logistics
managers and representative schedulers from each region except for texas and
calgary . the changes were well received and no revisions were requested .
they would like to have the changes migrated to production the evening of
tuesday , january 18 for use the morning of wednesday , january 19 .
paul , could you please insure that the network folks have the tibco install
complete by monday , including terminal server .
scotty , paul may need one of your folks to insure that the tibco install
works ok on terminal server ( none of us have access ) .
scotty , can you follow up with calgary and texas since they missed the demo .
also , what level of security is desired for the rollout - selected
schedulers or all of logistics ?
dave m , plan to have the last few related items in stage by monday to insure
all is clean by tuesday nig",legitimate
"Subject: re : nom change - effective oct 26 , 2000 ; sg marshall - hpl meter
98 - 6296
deal # 126281 has been revised as noted below .
bob
suzanne _ saldivar @ eogresources . com on 10 / 26 / 2000 11 : 09 : 11 am
to : rcotten @ enron . com
cc :
subject : nom change - effective oct 26 , 2000 ; sg marshall - hpl meter 98 - 6296
due to loss of production from the sg marshall wells , a nom change from
5 , 200 mmbtu / d to 4 , 300 will be effective oct 26 , 2000 . please call me
( 713 ) 651 - 6858 with any questions . thanks !",legitimate
Subject: your in - home source of health information  you remember the most magnificent sex ? wish to repeat ? take advantage of our offer !  the best richness is the richness of the soul .  words without actions are the assassins of idealism .  general principles should not be based on exceptional cases .,spam
"Subject: iris m . mack  ms . mack has called you several times today trying to return your call . she  is currently in new york until december 2 , 2000 . ms . mack is interested in  talking with you regarding a position here . she is currently on vacation in  new york and she will be difficult to reach . i suggested that she try to  reach you by phone at 8 : 00 am our time tomorrow . also , she will be checking  her emails and voice mails regularly if you can give her a time and a phone  number where she might reach you whiole she is on vacation .  if she is unable to reach you before the holiday , she left some phone  numbers where she may be reached beginning tuesday , november 28 , 2000 in new  york .  tuesday , november 28 - thursday , november 30  washington square hotel  212 - 777 - 9515  friday , december 1 - saturday , december 2  marriott hotel  212 - 385 - 4900  also , her email is irismmack @ hotmail . com . she said you need both m ' s .",legitimate
"Subject: reply soon ! ! !
dear sir ,
i know this email will reach you as a surprise , but need not to worry as we are using the
only secured and confidential medium available to seekfor foreign assistance in a business .
it is with heartfelt hope that i write to seek your co - operation and
assistance in the context stated below : may i first introduce my self : i am
dr . ( mrs . ) mariam abacha , the wife of late general sani abacha ( former
military head of state and president of the federal republic of nigeria )
who died suddenly on 8 th june 1998 . i got your contact on the internet as
i was making contact for a honest foreigner who will help save my life and my children ,
hence our country has been frustrating us since the death of my husband .
i have lost confidence with anybody within the country .
having noted the confidence reposed on your person ,
i became convinced of your capability and goodwill to assist me in receiving
the sum of us $ 20 million secretly wil",spam
